Transcript_ID,KO_IDs,Pathway_IDs,Module_IDs,Reaction_IDs
NODE_104343_length_309_cov_1.765385_g71962_i0,ko:K16040,"ko00945,map00945",,R09872
NODE_10436_length_2828_cov_1169.448003_g4756_i1,ko:K08917,"ko00196,ko01100,map00196,map01100",,
NODE_104404_length_309_cov_1.392308_g72023_i0,ko:K14486,"ko04075,map04075",,
NODE_10441_length_2828_cov_55.440086_g5104_i0,"ko:K00799,ko:K17535","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418",,"R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905"
NODE_104434_length_309_cov_1.161538_g72053_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10444_length_2828_cov_12.706729_g5106_i0,ko:K03878,"ko00190,ko01100,ko04714,ko04723,ko05012,map00190,map01100,map04714,map04723,map05012",M00142,R11945
NODE_10445_length_2827_cov_944.222822_g5107_i0,ko:K03283,"ko03040,ko04010,ko04141,ko04144,ko04213,ko04612,ko04915,ko05134,ko05145,ko05162,ko05164,ko05169,map03040,map04010,map04141,map04144,map04213,map04612,map04915,map05134,map05145,map05162,map05164,map05169","M00353,M00355",
NODE_10452_length_2827_cov_70.588193_g3881_i1,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_104551_length_308_cov_1.822394_g72170_i0,ko:K22184,,,
NODE_104565_length_308_cov_1.779923_g72184_i0,ko:K15401,"ko00073,map00073",,R09452
NODE_104594_length_308_cov_1.586873_g72213_i0,"ko:K15502,ko:K15503",,,
NODE_10463_length_2826_cov_189.114512_g4372_i1,ko:K00232,"ko00071,ko00592,ko01040,ko01100,ko01110,ko01212,ko03320,ko04024,ko04146,map00071,map00592,map01040,map01100,map01110,map01212,map03320,map04024,map04146","M00087,M00113","R01175,R01279,R03777,R03857,R03990,R04751,R04754,R07888,R07892,R07896,R07934,R07950"
NODE_104702_length_307_cov_4.360465_g72321_i0,ko:K19613,"ko04014,map04014",,
NODE_10471_length_2825_cov_202.734150_g2555_i2,ko:K17569,,,
NODE_10472_length_2825_cov_191.477666_g3444_i3,ko:K13680,,,
NODE_10473_length_2825_cov_130.112752_g5026_i1,ko:K14788,,,
NODE_10474_length_2825_cov_95.042867_g4029_i1,ko:K11594,"ko04622,ko05161,ko05203,map04622,map05161,map05203",,
NODE_10479_length_2825_cov_60.596902_g4099_i1,ko:K02605,"ko04110,ko04111,ko04113,map04110,map04111,map04113",M00284,
NODE_104807_length_307_cov_1.720930_g72426_i0,"ko:K10717,ko:K20660","ko00908,ko01100,ko01110,map00908,map01100,map01110",,"R08053,R08054,R08055"
NODE_104814_length_307_cov_1.662791_g72433_i0,ko:K12598,"ko03018,map03018",M00393,
NODE_104827_length_307_cov_1.608527_g72446_i0,ko:K00423,"ko00053,ko01100,map00053,map01100",,R00068
NODE_104891_length_307_cov_1.209302_g72510_i0,ko:K01051,"ko00040,ko01100,map00040,map01100",M00081,R02362
NODE_10493_length_2824_cov_16.526486_g4954_i1,ko:K20474,,,
NODE_10495_length_2824_cov_12.224144_g5129_i0,ko:K22048,,,
NODE_104968_length_306_cov_2.272374_g72587_i0,ko:K13459,"ko04626,map04626",,
NODE_10499_length_2823_cov_135.227830_g4769_i1,ko:K05291,"ko00563,ko01100,map00563,map01100",,
NODE_105025_length_306_cov_1.789883_g72644_i0,ko:K05658,"ko02010,ko04976,ko05206,ko05226,map02010,map04976,map05206,map05226",,
NODE_10506_length_2823_cov_11.987743_g5133_i0,ko:K08741,,,
NODE_1050_length_5323_cov_71.758627_g219_i2,"ko:K00928,ko:K17964","ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230","M00016,M00017,M00018,M00033,M00525,M00526,M00527",R00480
NODE_105116_length_306_cov_1.319066_g72735_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_105133_length_306_cov_1.214008_g72752_i0,"ko:K01402,ko:K07999",,,
NODE_10513_length_2822_cov_246.216733_g5136_i0,ko:K00951,"ko00230,map00230",,R00429
NODE_10514_length_2822_cov_209.046881_g5137_i0,ko:K13946,"ko04075,map04075",,
NODE_10517_length_2821_cov_1069.898990_g2075_i1,ko:K01179,"ko00500,ko01100,map00500,map01100",,"R06200,R11307,R11308"
NODE_10523_length_2821_cov_127.520563_g5141_i0,ko:K05925,,,
NODE_10524_length_2821_cov_45.281385_g2871_i2,ko:K06173,,,
NODE_105250_length_305_cov_2.160156_g72869_i0,ko:K05282,"ko00904,ko01100,ko01110,map00904,map01100,map01110",,"R03806,R03807,R05097,R06322,R06323,R06326"
NODE_10526_length_2821_cov_32.762987_g1471_i1,ko:K11366,,,
NODE_105277_length_305_cov_1.828125_g72896_i0,"ko:K01593,ko:K22328","ko00350,ko00360,ko00380,ko00901,ko00950,ko00965,ko01100,ko01110,ko04726,ko04728,ko05030,ko05031,ko05034,map00350,map00360,map00380,map00901,map00950,map00965,map01100,map01110,map04726,map04728,map05030,map05031,map05034","M00037,M00042","R00685,R00699,R00736,R02080,R02701,R04909,R11918"
NODE_105279_length_305_cov_1.828125_g72898_i0,ko:K20367,,,
NODE_105337_length_305_cov_1.542969_g72956_i0,ko:K14826,,,
NODE_105347_length_305_cov_1.500000_g72966_i0,ko:K09250,,,
NODE_105373_length_305_cov_1.417969_g72992_i0,ko:K15803,"ko00909,map00909",,R07648
NODE_10542_length_2819_cov_442.748375_g2052_i2,ko:K09828,"ko00100,ko01100,ko01110,map00100,map01100,map01110",M00101,"R01457,R03689,R05703,R07488,R07493,R07498,R07499,R07507,R11096"
NODE_10545_length_2819_cov_84.272202_g5040_i1,ko:K13648,"ko00520,map00520",,R05191
NODE_10546_length_2819_cov_37.889892_g5149_i0,ko:K02370,"ko00534,ko01100,map00534,map01100",M00059,"R05930,R05936"
NODE_1054_length_5319_cov_38.927704_g484_i1,ko:K10357,,,
NODE_105524_length_304_cov_2.047059_g73143_i0,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",,R00253
NODE_10558_length_2818_cov_69.675334_g4036_i1,ko:K12841,"ko03040,map03040",,
NODE_10559_length_2818_cov_52.016612_g5156_i0,ko:K08332,,,
NODE_105678_length_304_cov_0.988235_g73297_i0,ko:K18577,,,
NODE_105694_length_303_cov_3.988189_g73313_i0,ko:K12598,"ko03018,map03018",M00393,
NODE_105820_length_303_cov_1.637795_g73439_i0,ko:K00430,"ko00940,ko01100,ko01110,map00940,map01100,map01110",,"R00602,R02596,R03919,R04007,R07443"
NODE_105858_length_303_cov_1.484252_g73477_i0,ko:K07195,"ko04910,map04910",,
NODE_10587_length_2815_cov_101.588214_g5169_i0,ko:K12869,"ko03040,map03040",M00355,
NODE_10591_length_2815_cov_58.689082_g3698_i1,ko:K11578,,,
NODE_105926_length_303_cov_1.023622_g73545_i0,ko:K02916,"ko03010,map03010",M00178,
NODE_10594_length_2815_cov_33.982646_g5171_i0,ko:K15032,,,
NODE_105952_length_302_cov_3.494071_g73571_i0,ko:K10604,"ko04120,map04120",,
NODE_105955_length_302_cov_3.288538_g73574_i0,ko:K03695,"ko04213,map04213",,
NODE_10595_length_2814_cov_1248.429656_g3787_i2,ko:K00549,"ko00270,ko00450,ko01100,ko01110,ko01230,map00270,map00450,map01100,map01110,map01230",M00017,"R04405,R09365"
NODE_105977_length_302_cov_2.478261_g73596_i0,ko:K19613,"ko04014,map04014",,
NODE_10599_length_2814_cov_50.460398_g4418_i1,ko:K00036,"ko00030,ko00480,ko01100,ko01110,ko01120,ko01130,ko01200,ko05230,map00030,map00480,map01100,map01110,map01120,map01130,map01200,map05230","M00004,M00006,M00008","R00835,R02736,R10907"
NODE_106028_length_302_cov_1.849802_g73647_i0,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",,R00253
NODE_106040_length_302_cov_1.691700_g73659_i0,ko:K01537,,,
NODE_106042_length_302_cov_1.679842_g73661_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10604_length_2814_cov_19.851356_g5174_i0,ko:K03549,,,
NODE_106071_length_302_cov_1.592885_g73690_i0,ko:K15271,,,
NODE_10610_length_2813_cov_164.288712_g5180_i0,ko:K08238,,,
NODE_106126_length_302_cov_1.233202_g73745_i0,ko:K13963,"ko05146,map05146",,
NODE_10612_length_2813_cov_106.056078_g5181_i0,ko:K20168,"ko04137,map04137",,
NODE_10615_length_2813_cov_3.013386_g5182_i0,ko:K04730,"ko04010,ko04064,ko04620,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05169,map04010,map04064,map04620,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05169",M00686,
NODE_10618_length_2812_cov_285.121245_g5185_i0,ko:K02725,"ko03050,map03050","M00337,M00340",
NODE_106211_length_301_cov_2.682540_g73830_i0,"ko:K15502,ko:K15503",,,
NODE_106222_length_301_cov_2.519841_g73841_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10622_length_2812_cov_84.099891_g5188_i0,ko:K08286,,,
NODE_10624_length_2812_cov_79.505972_g3822_i1,ko:K21843,,,
NODE_10628_length_2812_cov_10.787912_g5191_i0,"ko:K20283,ko:K20478",,,
NODE_106309_length_301_cov_1.793651_g73928_i0,"ko:K07385,ko:K12467,ko:K12742,ko:K18108,ko:K19968,ko:K21925","ko00900,ko00902,ko01100,ko01110,map00900,map00902,map01100,map01110",,"R02009,R02013,R06421,R06422,R08199,R09972"
NODE_10630_length_2811_cov_767.857350_g2845_i9,"ko:K00507,ko:K20416","ko01040,ko01212,ko03320,ko04152,ko04212,map01040,map01212,map03320,map04152,map04212",,R02222
NODE_106310_length_301_cov_1.785714_g73929_i0,ko:K05658,"ko02010,ko04976,ko05206,ko05226,map02010,map04976,map05206,map05226",,
NODE_10633_length_2811_cov_78.356988_g4668_i1,ko:K15332,,,
NODE_10635_length_2811_cov_37.422882_g5195_i0,"ko:K13459,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_10642_length_2810_cov_13.667150_g3306_i1,"ko:K15308,ko:K18753","ko04218,ko05166,ko05167,map04218,map05166,map05167",,
NODE_106433_length_301_cov_0.821429_g74052_i0,ko:K09650,,,
NODE_10643_length_2809_cov_958.134058_g2667_i2,ko:K00134,"ko00010,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04066,ko05010,map00010,map00710,map01100,map01110,map01120,map01130,map01200,map01230,map04066,map05010","M00001,M00002,M00003,M00165,M00166,M00308,M00552",R01061
NODE_106447_length_300_cov_3.900398_g74066_i0,ko:K04487,"ko00730,ko01100,ko04122,map00730,map01100,map04122",,"R07460,R11528,R11529"
NODE_10644_length_2809_cov_405.505072_g4914_i1,ko:K08193,,,
NODE_10645_length_2809_cov_273.467029_g1333_i3,ko:K01874,"ko00450,ko00970,map00450,map00970","M00359,M00360","R03659,R04773"
NODE_106468_length_300_cov_2.900398_g74087_i0,ko:K05387,,,
NODE_10650_length_2809_cov_71.631159_g4736_i1,ko:K08592,,,
NODE_106513_length_300_cov_2.123506_g74132_i0,ko:K00949,"ko00730,ko01100,map00730,map01100",,R00619
NODE_10656_length_2808_cov_187.827474_g4213_i1,"ko:K13459,ko:K13460,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_10657_length_2808_cov_109.243929_g5206_i0,ko:K21444,,,
NODE_10659_length_2808_cov_74.250816_g5208_i0,ko:K14611,,,
NODE_10664_length_2808_cov_8.704241_g5212_i0,ko:K12130,"ko04712,map04712",,
NODE_106658_length_300_cov_1.131474_g74277_i0,ko:K04681,"ko04110,ko04218,ko04350,ko05165,ko05203,map04110,map04218,map04350,map05165,map05203",M00692,
NODE_10665_length_2807_cov_497.270123_g1834_i2,ko:K01881,"ko00970,map00970","M00359,M00360",R03661
NODE_10666_length_2807_cov_491.008702_g1942_i3,ko:K15813,"ko00909,ko01110,map00909,map01110",,R06469
NODE_10667_length_2807_cov_191.733865_g1129_i1,ko:K11584,"ko03015,ko04071,ko04113,ko04114,ko04151,ko04152,ko04261,ko04728,ko05165,map03015,map04071,map04113,map04114,map04151,map04152,map04261,map04728,map05165",,
NODE_106681_length_299_cov_41.908000_g74300_i0,ko:K08237,,,
NODE_106698_length_299_cov_3.936000_g74317_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10670_length_2807_cov_80.167875_g4201_i2,ko:K11968,,,
NODE_106716_length_299_cov_2.704000_g74335_i0,"ko:K01188,ko:K13032","ko00460,ko00500,ko00940,ko01100,ko01110,map00460,map00500,map00940,map01100,map01110",,"R00026,R02558,R02887,R02985,R03527,R04949,R04998,R10035,R10039,R10040"
NODE_106718_length_299_cov_2.648000_g74337_i0,ko:K08956,,,
NODE_106763_length_299_cov_2.048000_g74382_i0,"ko:K04454,ko:K09260,ko:K12412","ko04010,ko04011,ko04013,ko04022,ko04111,ko04371,ko04921,ko05202,ko05418,map04010,map04011,map04013,map04022,map04111,map04371,map04921,map05202,map05418",,
NODE_106771_length_299_cov_1.956000_g74390_i0,ko:K15401,"ko00073,map00073",,R09452
NODE_106783_length_299_cov_1.844000_g74402_i0,ko:K21026,"ko00901,ko01110,map00901,map01110",,R05880
NODE_106788_length_299_cov_1.772000_g74407_i0,ko:K01051,"ko00040,ko01100,map00040,map01100",M00081,R02362
NODE_10679_length_2806_cov_212.306493_g3228_i3,ko:K20989,,,
NODE_106805_length_299_cov_1.664000_g74424_i0,ko:K13459,"ko04626,map04626",,
NODE_106807_length_299_cov_1.664000_g74426_i0,ko:K10664,,,
NODE_10680_length_2806_cov_173.413493_g5219_i0,ko:K21444,,,
NODE_10689_length_2805_cov_183.007983_g4325_i2,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099"
NODE_1068_length_5308_cov_30.185016_g527_i0,ko:K13459,"ko04626,map04626",,
NODE_106915_length_298_cov_13.240964_g74534_i0,ko:K01853,"ko00100,ko01100,ko01110,map00100,map01100,map01110",,R03200
NODE_106917_length_298_cov_8.706827_g74536_i0,"ko:K13459,ko:K13460,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_10691_length_2805_cov_142.250726_g5224_i0,ko:K20888,,,
NODE_106948_length_298_cov_3.012048_g74567_i0,ko:K01051,"ko00040,ko01100,map00040,map01100",M00081,R02362
NODE_10694_length_2805_cov_76.240929_g2278_i4,ko:K17491,"ko04212,ko04922,map04212,map04922",,
NODE_107004_length_298_cov_2.281124_g74623_i0,ko:K22184,,,
NODE_10703_length_2804_cov_116.239927_g5230_i0,ko:K10352,"ko04530,map04530",,
NODE_107126_length_298_cov_1.325301_g74745_i0,ko:K01126,"ko00564,map00564",,"R01030,R01470"
NODE_10717_length_2802_cov_347.454413_g1745_i2,ko:K20102,,,
NODE_10720_length_2802_cov_136.958591_g5237_i0,ko:K17800,"ko04139,map04139",,
NODE_107231_length_297_cov_2.552419_g74850_i0,ko:K14638,,,
NODE_10723_length_2802_cov_52.240102_g5239_i0,ko:K15920,"ko00520,ko01100,map00520,map01100",,R01433
NODE_10724_length_2802_cov_39.772975_g3862_i2,ko:K17470,,,
NODE_107286_length_297_cov_2.088710_g74905_i0,ko:K20619,,,
NODE_10729_length_2801_cov_194.121730_g5242_i0,ko:K22415,,,
NODE_10731_length_2801_cov_122.754724_g5243_i0,ko:K14439,"ko04550,map04550",,
NODE_10734_length_2801_cov_83.658794_g5245_i0,ko:K10752,"ko04218,map04218",,
NODE_10735_length_2801_cov_53.741642_g3894_i1,ko:K14790,,,
NODE_107376_length_297_cov_1.467742_g74995_i0,ko:K08852,"ko04140,ko04141,ko04210,ko04932,ko05010,map04140,map04141,map04210,map04932,map05010",,
NODE_1073_length_5305_cov_57.493341_g529_i0,ko:K09527,,,
NODE_107400_length_297_cov_1.258065_g75019_i0,ko:K01213,"ko00040,ko01100,map00040,map01100",M00081,"R01982,R07413"
NODE_107413_length_297_cov_1.254032_g75032_i0,ko:K01762,"ko00270,ko01100,ko01110,map00270,map01100,map01110",M00368,R00179
NODE_10742_length_2800_cov_61.923664_g2626_i1,ko:K03131,"ko03022,ko05168,map03022,map05168",,
NODE_10750_length_2799_cov_375.559636_g5250_i0,ko:K00514,"ko00906,ko01100,ko01110,map00906,map01100,map01110",M00097,"R04798,R04800,R07511,R09656,R09658"
NODE_10762_length_2798_cov_197.958894_g5256_i0,ko:K12835,"ko03040,map03040",M00352,
NODE_1076_length_5302_cov_65.929754_g530_i0,ko:K09419,,,
NODE_10773_length_2797_cov_179.012737_g5163_i1,"ko:K08790,ko:K20069",,,
NODE_10776_length_2797_cov_118.683406_g5260_i0,ko:K00249,"ko00071,ko00280,ko00410,ko00640,ko01100,ko01110,ko01130,ko01200,ko01212,ko03320,map00071,map00280,map00410,map00640,map01100,map01110,map01130,map01200,map01212,map03320","M00013,M00036,M00087","R00924,R01175,R01279,R02661,R03172,R03777,R03857,R03990,R04095,R04432,R04751,R04754"
NODE_1077_length_5301_cov_35.287129_g494_i1,ko:K14489,"ko04075,map04075",,
NODE_10780_length_2797_cov_20.053130_g5262_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10783_length_2796_cov_637.558427_g5264_i0,ko:K02355,,,
NODE_1078_length_5301_cov_21.203922_g531_i0,ko:K17964,,,
NODE_10793_length_2795_cov_324.302258_g5272_i0,ko:K00615,"ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007,M00165,M00167","R01067,R01641,R01830,R06590"
NODE_10794_length_2795_cov_275.387837_g5273_i0,ko:K05909,,,
NODE_10802_length_2795_cov_74.443190_g4835_i1,ko:K08332,,,
NODE_10803_length_2795_cov_50.242535_g5276_i0,ko:K21776,"ko04218,map04218",,
NODE_10805_length_2795_cov_29.275674_g4547_i1,ko:K14638,,,
NODE_10806_length_2795_cov_20.460670_g3850_i3,ko:K16054,"ko00270,ko01100,map00270,map01100",M00034,"R07392,R07395"
NODE_10817_length_2794_cov_15.513661_g5284_i0,ko:K05715,,,R02664
NODE_10818_length_2794_cov_7.966485_g5285_i0,ko:K17964,,,
NODE_10830_length_2793_cov_35.565233_g5293_i0,ko:K09060,,,
NODE_10831_length_2793_cov_34.670918_g5294_i0,"ko:K13459,ko:K20599","ko04016,ko04626,map04016,map04626",,
NODE_10834_length_2793_cov_8.850219_g5297_i0,ko:K11671,,,
NODE_10840_length_2792_cov_78.324827_g5158_i1,ko:K15196,,,
NODE_10841_length_2792_cov_72.141451_g5300_i0,ko:K03869,"ko04120,ko04340,ko04341,map04120,map04340,map04341",M00384,
NODE_1084_length_5289_cov_69.478053_g366_i2,ko:K11155,"ko00561,ko00830,ko01100,ko04975,map00561,map00830,map01100,map04975",M00089,"R02251,R02366,R02367,R08381"
NODE_10850_length_2791_cov_325.827133_g4473_i2,ko:K01895,"ko00010,ko00620,ko00640,ko00680,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00620,map00640,map00680,map00720,map01100,map01110,map01120,map01130,map01200",M00357,"R00235,R00236,R00316,R00926,R01354"
NODE_10851_length_2791_cov_239.257112_g2196_i5,ko:K11093,"ko03040,map03040",M00351,
NODE_10856_length_2791_cov_96.126915_g4278_i1,ko:K01227,"ko00511,map00511",,
NODE_10857_length_2791_cov_73.355580_g1827_i1,ko:K15542,"ko03015,map03015",,
NODE_10859_length_2791_cov_60.052516_g5307_i0,"ko:K21843,ko:K21845",,,
NODE_10863_length_2790_cov_568.800438_g1266_i1,ko:K01179,"ko00500,ko01100,map00500,map01100",,"R06200,R11307,R11308"
NODE_10869_length_2790_cov_73.327253_g5311_i0,ko:K18835,"ko04626,map04626",,
NODE_10870_length_2790_cov_69.028092_g5312_i0,ko:K08857,,,
NODE_10871_length_2790_cov_59.906603_g5313_i0,ko:K05391,"ko04626,map04626",,
NODE_10876_length_2789_cov_204.423358_g4033_i1,ko:K14767,,,
NODE_10877_length_2789_cov_149.445620_g5317_i0,ko:K19986,,,
NODE_10880_length_2789_cov_9.586496_g5319_i0,ko:K04733,"ko04010,ko04064,ko04620,ko04621,ko04624,ko04722,ko05133,ko05140,ko05142,ko05145,ko05152,ko05162,ko05164,map04010,map04064,map04620,map04621,map04624,map04722,map05133,map05140,map05142,map05145,map05152,map05162,map05164",M00686,
NODE_10896_length_2787_cov_292.827246_g5327_i0,ko:K14611,,,
NODE_1089_length_5284_cov_556.106590_g538_i0,ko:K02183,"ko04014,ko04015,ko04016,ko04020,ko04022,ko04024,ko04070,ko04114,ko04218,ko04261,ko04270,ko04371,ko04626,ko04713,ko04720,ko04722,ko04728,ko04740,ko04744,ko04745,ko04750,ko04910,ko04912,ko04915,ko04916,ko04921,ko04922,ko04924,ko04925,ko04970,ko04971,ko05010,ko05031,ko05034,ko05133,ko05152,ko05167,ko05200,ko05214,ko05418,map04014,map04015,map04016,map04020,map04022,map04024,map04070,map04114,map04218,map04261,map04270,map04371,map04626,map04713,map04720,map04722,map04728,map04740,map04744,map04745,map04750,map04910,map04912,map04915,map04916,map04921,map04922,map04924,map04925,map04970,map04971,map05010,map05031,map05034,map05133,map05152,map05167,map05200,map05214,map05418",,
NODE_10903_length_2787_cov_7.072681_g5330_i0,ko:K08874,"ko05166,map05166",,
NODE_10906_length_2786_cov_461.646328_g4343_i1,"ko:K02639,ko:K17087","ko00195,map00195",,
NODE_10911_length_2786_cov_66.991231_g4050_i1,ko:K03549,,,
NODE_10919_length_2784_cov_530.417916_g1079_i4,ko:K01179,"ko00500,ko01100,map00500,map01100",,"R06200,R11307,R11308"
NODE_1091_length_5284_cov_141.459599_g475_i1,ko:K05666,"ko01523,ko01524,ko02010,ko04976,map01523,map01524,map02010,map04976",,
